,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A101D_SKIN,LYN,SRC,LYN;SRC,0.14280195155029285,0
316,A2058_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,1
317,A2058_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,-1.4701086482246968,1
318,A2058_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.2714805012172259,1
319,A2058_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.3167903690433149,1
320,A2058_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,0.14514190034169128,1
321,A2058_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.3796538992714351,1
322,A2058_SKIN,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,1
323,A2058_SKIN,ERBB3,SHC3,ERBB3;SHC3,0.0,1
324,A2058_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,1
325,A2058_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,1
326,A375_SKIN,LYN,SRC,LYN;SRC,0.0,0
327,A375_SKIN,LYN,PIK3CD,LYN;PIK3CD,0.0,0
328,A375_SKIN,LYN,PIK3CG,LYN;PIK3CG,0.0,0
329,A375_SKIN,LYN,PIK3R1,LYN;PIK3R1,0.0,0
330,A375_SKIN,LYN,PIK3CB,LYN;PIK3CB,0.0,0
331,A375_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.5168108667002338,0
332,A375_SKIN,GRB2,ERBB2,GRB2;ERBB2,0.0,0
333,A375_SKIN,GRB2,EGFR,GRB2;EGFR,0.0,0
334,A375_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,0
335,A375_SKIN,GRB2,SRC,GRB2;SRC,0.0,0
336,A375_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,0
337,A375_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,0.0,0
338,A375_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,0
339,A375_SKIN,GRB2,SOS1,GRB2;SOS1,0.0,0
340,A375_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.0,0
341,A375_SKIN,SRC,KRAS,SRC;KRAS,0.0,0
342,A375_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.0,0
343,A375_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.0,0
344,A375_SKIN,SRC,ERBB3,SRC;ERBB3,0.5071435619432023,0
345,A375_SKIN,SRC,ERBB2,SRC;ERBB2,0.0,0
346,A375_SKIN,SRC,EGFR,SRC;EGFR,0.0,0
347,A375_SKIN,SRC,NRAS,SRC;NRAS,0.0,0
348,A375_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.0,0
349,A375_SKIN,SRC,SOS1,SRC;SOS1,0.0,0
350,A375_SKIN,SRC,SHC3,SRC;SHC3,0.0,0
351,A375_SKIN,SRC,PIK3CG,SRC;PIK3CG,0.0,0
352,A375_SKIN,SRC,HRAS,SRC;HRAS,0.0,0
353,A375_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.0,0
354,A375_SKIN,SRC,AKT1,SRC;AKT1,0.0,0
355,A375_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.0,0
356,A375_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,0.0,0
357,A375_SKIN,ERBB2,KRAS,ERBB2;KRAS,0.0,0
358,A375_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.0,0
359,A375_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,0.0,0
360,A375_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.5663013530926646,0
361,A375_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.0,0
362,A375_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,0.0,0
363,A375_SKIN,ERBB2,SHC3,ERBB2;SHC3,0.0,0
364,A375_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,0.0,0
365,A375_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,0.0,0
366,A375_SKIN,EGFR,KRAS,EGFR;KRAS,0.0,0
367,A375_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,0.0,0
368,A375_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,0.0,0
369,A375_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.0,0
370,A375_SKIN,EGFR,NRAS,EGFR;NRAS,0.0,0
371,A375_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,0.0,0
372,A375_SKIN,EGFR,SHC3,EGFR;SHC3,0.0,0
373,A375_SKIN,EGFR,SOS1,EGFR;SOS1,0.0,0
374,A375_SKIN,EGFR,HRAS,EGFR;HRAS,0.0,0
375,A375_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,0.0,0
376,A375_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.7455793671265782,0
377,A375_SKIN,CALM2,CALM3,CALM2;CALM3,-1.5570046574572962,0
378,A375_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,0
379,A375_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,0
380,A375_SKIN,CALM3,KRAS,CALM3;KRAS,0.34890923433006304,0
381,A375_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,0.0,0
382,A375_SKIN,CALM3,HRAS,CALM3;HRAS,0.37185898222980696,0
383,A375_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,0.0,0
384,A375_SKIN,CALM3,NRAS,CALM3;NRAS,0.40568494855055015,0
385,A375_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,0
386,A375_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,0
387,A375_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,0
388,A375_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,0
389,A375_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,0
390,A375_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.0,0
391,A375_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.0,0
392,A375_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.0,0
393,A375_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.0,0
394,A375_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.0,0
395,A375_SKIN,AKT1,AKT2,AKT1;AKT2,0.0,0
396,A375_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.0,0
397,A375_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.0,0
398,A375_SKIN,AKT1,AKT3,AKT1;AKT3,0.0,0
399,A375_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.0,0
400,A375_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,0.0,0
401,A375_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,0.0,0
402,A375_SKIN,NRAS,SOS1,NRAS;SOS1,0.0,0
403,A375_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,0.0,0
404,A375_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,0.0,0
405,A375_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,0.0,0
406,A375_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,0.0,0
407,A375_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,0.0,0
408,A375_SKIN,KRAS,HRAS,KRAS;HRAS,0.0,0
409,A375_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,0.0,0
410,A375_SKIN,KRAS,SOS1,KRAS;SOS1,0.0,0
411,A375_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,0.0,0
412,A375_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,0.0,0
413,A375_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,0.0,0
414,A375_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,0.0,0
415,A375_SKIN,HRAS,SOS1,HRAS;SOS1,0.0,0
416,A375_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,0.0,0
417,A375_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,0.0,0
418,A375_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,0.0,0
419,A375_SKIN,SOS1,RRAS,SOS1;RRAS,0.0,0
420,A375_SKIN,SOS1,SHC3,SOS1;SHC3,0.0,0
421,A375_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,0.0,0
422,A375_SKIN,RRAS,PIK3CG,RRAS;PIK3CG,0.0,0
423,A375_SKIN,RRAS,PIK3CD,RRAS;PIK3CD,0.0,0
424,A375_SKIN,AKT3,PIK3R2,AKT3;PIK3R2,0.0,0
425,A375_SKIN,AKT3,PIK3R3,AKT3;PIK3R3,0.0,0
426,A375_SKIN,AKT3,PIK3CA,AKT3;PIK3CA,0.0,0
427,A375_SKIN,AKT3,PIK3CD,AKT3;PIK3CD,0.0,0
428,A375_SKIN,AKT3,AKT2,AKT3;AKT2,0.0,0
429,A375_SKIN,AKT3,PIK3CG,AKT3;PIK3CG,0.0,0
430,A375_SKIN,AKT3,PIK3R1,AKT3;PIK3R1,0.0,0
431,A375_SKIN,AKT3,PIK3CB,AKT3;PIK3CB,0.0,0
432,A375_SKIN,AKT2,PIK3R2,AKT2;PIK3R2,0.0,0
433,A375_SKIN,AKT2,PIK3R3,AKT2;PIK3R3,0.0,0
434,A375_SKIN,AKT2,PIK3CA,AKT2;PIK3CA,0.0,0
435,A375_SKIN,AKT2,PDPK1,AKT2;PDPK1,0.0,0
436,A375_SKIN,AKT2,PIK3CD,AKT2;PIK3CD,0.0,0
437,A375_SKIN,AKT2,PIK3R1,AKT2;PIK3R1,0.0,0
438,A375_SKIN,AKT2,PIK3CB,AKT2;PIK3CB,0.0,0
439,A375_SKIN,AKT2,PIK3CG,AKT2;PIK3CG,0.0,0
440,A375_SKIN,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,0
441,A375_SKIN,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,0
442,A375_SKIN,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,0
443,A375_SKIN,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,0
444,A375_SKIN,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,0
445,A375_SKIN,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,0
446,A375_SKIN,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,0
447,A375_SKIN,PIK3R2,ERBB3,PIK3R2;ERBB3,0.4928564419407613,0
448,A375_SKIN,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,0
449,A375_SKIN,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,0
450,A375_SKIN,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,0
451,A375_SKIN,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,0
452,A375_SKIN,PIK3R3,ERBB3,PIK3R3;ERBB3,0.4822056077331609,0
453,A375_SKIN,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,0
454,A375_SKIN,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,0
455,A375_SKIN,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,0
456,A375_SKIN,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,0
457,A375_SKIN,PIK3R1,ERBB3,PIK3R1;ERBB3,0.4829558955567824,0
458,A375_SKIN,PIK3R1,PDPK1,PIK3R1;PDPK1,0.0,0
459,A375_SKIN,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,0
460,A375_SKIN,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,0
461,A375_SKIN,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,0
462,A375_SKIN,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,0
463,A375_SKIN,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,0
464,A375_SKIN,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,0
465,A375_SKIN,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,0
466,A375_SKIN,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
467,A375_SKIN,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
468,A375_SKIN,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
469,A375_SKIN,PIK3CB,ERBB3,PIK3CB;ERBB3,0.46673845354383114,0
470,A375_SKIN,PIK3CB,PDPK1,PIK3CB;PDPK1,0.0,0
471,A375_SKIN,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
472,A375_SKIN,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
473,A375_SKIN,PIK3CD,RRAS2,PIK3CD;RRAS2,0.0,0
474,A375_SKIN,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
475,A375_SKIN,PIK3CD,ERBB3,PIK3CD;ERBB3,0.43251187886664877,0
476,A375_SKIN,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
477,A375_SKIN,PIK3CA,RRAS2,PIK3CA;RRAS2,0.0,0
478,A375_SKIN,PIK3CA,PDPK1,PIK3CA;PDPK1,0.0,0
479,A375_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
480,A375_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,0.4549019914908482,0
481,A375_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.0,0
482,A375_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.0,0
483,A375_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,0.0,0
484,A375_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.0,0
485,A375_SKIN,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,0
486,A375_SKIN,ERBB3,SHC3,ERBB3;SHC3,0.0,0
487,A375_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
488,A375_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
489,C32_SKIN,LYN,SRC,LYN;SRC,0.155916228632191,0
490,C32_SKIN,LYN,PIK3CD,LYN;PIK3CD,0.0,0
491,C32_SKIN,LYN,PIK3CG,LYN;PIK3CG,0.0,0
492,C32_SKIN,LYN,PIK3R1,LYN;PIK3R1,0.0,0
493,C32_SKIN,LYN,PIK3CB,LYN;PIK3CB,0.0,0
494,C32_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.5559351690044327,0
495,C32_SKIN,GRB2,ERBB2,GRB2;ERBB2,0.39897882876934565,0
496,C32_SKIN,GRB2,EGFR,GRB2;EGFR,-0.03789613575919959,0
497,C32_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,0
498,C32_SKIN,GRB2,SRC,GRB2;SRC,0.25295935455394036,0
499,C32_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,0
500,C32_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,-0.3238635017845155,0
501,C32_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,0
502,C32_SKIN,GRB2,SOS1,GRB2;SOS1,0.12796625118603233,0
503,C32_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.2406641264510886,0
504,C32_SKIN,SRC,KRAS,SRC;KRAS,-0.7955058433150111,0
505,C32_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.23936118309591314,0
506,C32_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.2717012612470282,0
507,C32_SKIN,SRC,ERBB3,SRC;ERBB3,0.4847665860313487,0
508,C32_SKIN,SRC,ERBB2,SRC;ERBB2,0.4263683074994584,0
509,C32_SKIN,SRC,EGFR,SRC;EGFR,0.4548781341910725,0
510,C32_SKIN,SRC,NRAS,SRC;NRAS,-1.3532764048363473,0
511,C32_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.23654317216497134,0
512,C32_SKIN,SRC,SOS1,SRC;SOS1,0.37466436639454415,0
513,C32_SKIN,SRC,SHC3,SRC;SHC3,0.11849730774286715,0
514,C32_SKIN,SRC,PIK3CG,SRC;PIK3CG,-0.05423925216826153,0
515,C32_SKIN,SRC,HRAS,SRC;HRAS,-0.7311778178880224,0
516,C32_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.34090878228681243,0
517,C32_SKIN,SRC,AKT1,SRC;AKT1,0.31271930240556467,0
518,C32_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.35354739807345503,0
519,C32_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,0.3648795474965787,0
520,C32_SKIN,ERBB2,KRAS,ERBB2;KRAS,-0.33687779468513934,0
521,C32_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.34990816431854876,0
522,C32_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,0.2364789088806052,0
523,C32_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.5605619462029211,0
524,C32_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.392712863417671,0
525,C32_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,0.29143647827761854,0
526,C32_SKIN,ERBB2,SHC3,ERBB2;SHC3,0.30128124433227366,0
527,C32_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,0.31524486887970826,0
528,C32_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,0.037510872260427375,0
529,C32_SKIN,EGFR,KRAS,EGFR;KRAS,-0.9760577405110207,0
530,C32_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,0.0,0
531,C32_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,0.0,0
532,C32_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.47423255363174666,0
533,C32_SKIN,EGFR,NRAS,EGFR;NRAS,-1.6413361351615947,0
534,C32_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,0.0,0
535,C32_SKIN,EGFR,SHC3,EGFR;SHC3,0.0,0
536,C32_SKIN,EGFR,SOS1,EGFR;SOS1,0.2214475223730844,0
537,C32_SKIN,EGFR,HRAS,EGFR;HRAS,-0.8802357533831815,0
538,C32_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,0.13250482763813531,0
539,C32_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.634325574205717,0
540,C32_SKIN,CALM2,CALM3,CALM2;CALM3,-3.7639794209751507,0
541,C32_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,0
542,C32_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,0
543,C32_SKIN,CALM3,KRAS,CALM3;KRAS,0.3398004082046828,0
544,C32_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,0.0,0
545,C32_SKIN,CALM3,HRAS,CALM3;HRAS,0.38774751745784064,0
546,C32_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,0.0,0
547,C32_SKIN,CALM3,NRAS,CALM3;NRAS,0.40947013577676294,0
548,C32_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,0
549,C32_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,0
550,C32_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,0
551,C32_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,0
552,C32_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,0
553,C32_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.33190452141655036,0
554,C32_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.2922216064565466,0
555,C32_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.2591467668945403,0
556,C32_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.5398433709570135,0
557,C32_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.2639734237731266,0
558,C32_SKIN,AKT1,AKT2,AKT1;AKT2,0.5604193017240349,0
559,C32_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.3114013671526935,0
560,C32_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.26588074552179586,0
561,C32_SKIN,AKT1,AKT3,AKT1;AKT3,0.5325113677390421,0
562,C32_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.3085775893714633,0
563,C32_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,-3.295263819601881,0
564,C32_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,-3.20052973989125,0
565,C32_SKIN,NRAS,SOS1,NRAS;SOS1,-0.7261394566334207,0
566,C32_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,-3.7300163977227037,0
567,C32_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,-3.480062464201021,0
568,C32_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,0.0,0
569,C32_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,0.0,0
570,C32_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,0.0,0
571,C32_SKIN,KRAS,HRAS,KRAS;HRAS,0.23572234118154878,0
572,C32_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,0.0,0
573,C32_SKIN,KRAS,SOS1,KRAS;SOS1,-0.352281064336603,0
574,C32_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,0.0,0
575,C32_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,-2.238496711706688,0
576,C32_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,-1.7219397449009195,0
577,C32_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,-1.785067705628133,0
578,C32_SKIN,HRAS,SOS1,HRAS;SOS1,-0.31634553775545937,0
579,C32_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,-1.609680078725666,0
580,C32_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,-1.885464364235831,0
581,C32_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,-1.6830042209071263,0
582,C32_SKIN,SOS1,RRAS,SOS1;RRAS,0.4972337586729515,0
583,C32_SKIN,SOS1,SHC3,SOS1;SHC3,-0.12553954330210537,0
584,C32_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,-0.35755446598457197,0
585,C32_SKIN,RRAS,PIK3CG,RRAS;PIK3CG,0.0,0
586,C32_SKIN,RRAS,PIK3CD,RRAS;PIK3CD,0.0,0
587,C32_SKIN,AKT3,PIK3R2,AKT3;PIK3R2,0.07854395248148338,0
588,C32_SKIN,AKT3,PIK3R3,AKT3;PIK3R3,0.0,0
589,C32_SKIN,AKT3,PIK3CA,AKT3;PIK3CA,-0.0786847416087344,0
590,C32_SKIN,AKT3,PIK3CD,AKT3;PIK3CD,-0.04269300229976403,0
591,C32_SKIN,AKT3,AKT2,AKT3;AKT2,0.539195358765116,0
592,C32_SKIN,AKT3,PIK3CG,AKT3;PIK3CG,0.0,0
593,C32_SKIN,AKT3,PIK3R1,AKT3;PIK3R1,-0.06282605258417995,0
594,C32_SKIN,AKT3,PIK3CB,AKT3;PIK3CB,0.0029916539296702682,0
595,C32_SKIN,AKT2,PIK3R2,AKT2;PIK3R2,0.19405292947937502,0
596,C32_SKIN,AKT2,PIK3R3,AKT2;PIK3R3,0.12812355870732273,0
597,C32_SKIN,AKT2,PIK3CA,AKT2;PIK3CA,0.12311488656116765,0
598,C32_SKIN,AKT2,PDPK1,AKT2;PDPK1,0.5205162270495303,0
599,C32_SKIN,AKT2,PIK3CD,AKT2;PIK3CD,0.11834869285336247,0
600,C32_SKIN,AKT2,PIK3R1,AKT2;PIK3R1,0.1324246975407285,0
601,C32_SKIN,AKT2,PIK3CB,AKT2;PIK3CB,0.18203125136145537,0
602,C32_SKIN,AKT2,PIK3CG,AKT2;PIK3CG,0.17952210661288714,0
603,C32_SKIN,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,0
604,C32_SKIN,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,0
605,C32_SKIN,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,0
606,C32_SKIN,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,0
607,C32_SKIN,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,0
608,C32_SKIN,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,0
609,C32_SKIN,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,0
610,C32_SKIN,PIK3R2,ERBB3,PIK3R2;ERBB3,0.467052300333201,0
611,C32_SKIN,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,0
612,C32_SKIN,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,0
613,C32_SKIN,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,0
614,C32_SKIN,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,0
615,C32_SKIN,PIK3R3,ERBB3,PIK3R3;ERBB3,0.4490338362314501,0
616,C32_SKIN,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,0
617,C32_SKIN,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,0
618,C32_SKIN,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,0
619,C32_SKIN,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,0
620,C32_SKIN,PIK3R1,ERBB3,PIK3R1;ERBB3,0.4185621978298171,0
621,C32_SKIN,PIK3R1,PDPK1,PIK3R1;PDPK1,-0.12765272816846984,0
622,C32_SKIN,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,0
623,C32_SKIN,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,0
624,C32_SKIN,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,0
625,C32_SKIN,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,0
626,C32_SKIN,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,0
627,C32_SKIN,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,0
628,C32_SKIN,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,0
629,C32_SKIN,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
630,C32_SKIN,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
631,C32_SKIN,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
632,C32_SKIN,PIK3CB,ERBB3,PIK3CB;ERBB3,0.4248200350469934,0
633,C32_SKIN,PIK3CB,PDPK1,PIK3CB;PDPK1,-0.057517163413518535,0
634,C32_SKIN,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
635,C32_SKIN,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
636,C32_SKIN,PIK3CD,RRAS2,PIK3CD;RRAS2,0.04359086357325559,0
637,C32_SKIN,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
638,C32_SKIN,PIK3CD,ERBB3,PIK3CD;ERBB3,0.3840185649325928,0
639,C32_SKIN,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
640,C32_SKIN,PIK3CA,RRAS2,PIK3CA;RRAS2,0.06251380595260692,0
641,C32_SKIN,PIK3CA,PDPK1,PIK3CA;PDPK1,-0.14576488017870926,0
642,C32_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
643,C32_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,0.38841370902577843,0
644,C32_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.07766429440879963,0
645,C32_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.17169013429880076,0
646,C32_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,-0.1133327512140303,0
647,C32_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.2530579823928465,0
